name,databaseName,year,date,country,continent,subtype,accHA,segmentHA,accMP,segmentMP,accNA,segmentNA,accNP,segmentNP,accNS,segmentNS,accPA,segmentPA,accPB1,segmentPB1,accPB2,segmentPB2
>A/Bolivia/716/2014,>A/Bolivia/716/2014,2014,,Bolivia,S.America,H3N2,EPI_ISL_167912,HA_4_547743,EPI_ISL_167912,MP_7_547738,EPI_ISL_167912,NA_6_547742,EPI_ISL_167912,NP_5_547736,EPI_ISL_167912,NS_8_547737,EPI_ISL_167912,PA_3_547739,EPI_ISL_167912,PB1_2_547741,EPI_ISL_167912,PB2_1_547740
>A/Bolivia/751/2014,>A/Bolivia/751/2014,2014,,Bolivia,S.America,H3N2,EPI_ISL_167913,HA_4_547751,EPI_ISL_167913,MP_7_547746,EPI_ISL_167913,NA_6_547750,EPI_ISL_167913,NP_5_547744,EPI_ISL_167913,NS_8_547745,EPI_ISL_167913,PA_3_547747,EPI_ISL_167913,PB1_2_547749,EPI_ISL_167913,PB2_1_547748
>A/Boston/DOA01/2011,>A/Boston/DOA01/2011,2011,,US,N.America,H3N2,EPI_ISL_108037,HA_4_361010,EPI_ISL_108037,MP_7_359300,EPI_ISL_108037,NA_6_361011,EPI_ISL_108037,NP_5_359301,EPI_ISL_108037,NS_8_361012,EPI_ISL_108037,PA_3_359302,EPI_ISL_108037,PB1_2_361013,EPI_ISL_108037,PB2_1_359303
>A/Boston/DOA02/2011,>A/Boston/DOA02/2011,2011,,US,N.America,H3N2,EPI_ISL_108069,HA_4_361014,EPI_ISL_108069,MP_7_359304,EPI_ISL_108069,NA_6_361015,EPI_ISL_108069,NP_5_359305,EPI_ISL_108069,NS_8_361016,EPI_ISL_108069,PA_3_359306,EPI_ISL_108069,PB1_2_361017,EPI_ISL_108069,PB2_1_359307
>A/Boston/DOA03/2011,>A/Boston/DOA03/2011,2011,,US,N.America,H3N2,EPI_ISL_108070,HA_4_361018,EPI_ISL_108070,MP_7_359308,EPI_ISL_108070,NA_6_361019,EPI_ISL_108070,NP_5_359309,EPI_ISL_108070,NS_8_361020,EPI_ISL_108070,PA_3_359310,EPI_ISL_108070,PB1_2_361021,EPI_ISL_108070,PB2_1_359311
>A/Boston/DOA04/2011,>A/Boston/DOA04/2011,2011,,US,N.America,H3N2,EPI_ISL_108071,HA_4_361022,EPI_ISL_108071,MP_7_359312,EPI_ISL_108071,NA_6_361023,EPI_ISL_108071,NP_5_359313,EPI_ISL_108071,NS_8_361024,EPI_ISL_108071,PA_3_359314,EPI_ISL_108071,PB1_2_361025,EPI_ISL_108071,PB2_1_359315
>A/Boston/DOA05/2011,>A/Boston/DOA05/2011,2011,,US,N.America,H3N2,EPI_ISL_108072,HA_4_361026,EPI_ISL_108072,MP_7_359316,EPI_ISL_108072,NA_6_361027,EPI_ISL_108072,NP_5_359317,EPI_ISL_108072,NS_8_361028,EPI_ISL_108072,PA_3_359318,EPI_ISL_108072,PB1_2_361029,EPI_ISL_108072,PB2_1_359319
>A/Boston/DOA06/2011,>A/Boston/DOA06/2011,2011,,US,N.America,H3N2,EPI_ISL_108088,HA_4_361030,EPI_ISL_108088,MP_7_359320,EPI_ISL_108088,NA_6_361031,EPI_ISL_108088,NP_5_359321,EPI_ISL_108088,NS_8_361032,EPI_ISL_108088,PA_3_359322,EPI_ISL_108088,PB1_2_361033,EPI_ISL_108088,PB2_1_359323
>A/Boston/DOA07/2011,>A/Boston/DOA07/2011,2011,,US,N.America,H3N2,EPI_ISL_108089,HA_4_361034,EPI_ISL_108089,MP_7_359324,EPI_ISL_108089,NA_6_361035,EPI_ISL_108089,NP_5_359325,EPI_ISL_108089,NS_8_361036,EPI_ISL_108089,PA_3_359326,EPI_ISL_108089,PB1_2_361037,EPI_ISL_108089,PB2_1_359327
>A/Boston/DOA09/2011,>A/Boston/DOA09/2011,2011,,US,N.America,H3N2,EPI_ISL_108090,HA_4_361038,EPI_ISL_108090,MP_7_359328,EPI_ISL_108090,NA_6_361039,EPI_ISL_108090,NP_5_359329,EPI_ISL_108090,NS_8_361040,EPI_ISL_108090,PA_3_359330,EPI_ISL_108090,PB1_2_361041,EPI_ISL_108090,PB2_1_359331
>A/Boston/DOA10/2011,>A/Boston/DOA10/2011,2011,,US,N.America,H3N2,EPI_ISL_108115,HA_4_361058,EPI_ISL_108115,MP_7_359348,EPI_ISL_108115,NA_6_361059,EPI_ISL_108115,NP_5_359349,EPI_ISL_108115,NS_8_361060,EPI_ISL_108115,PA_3_359350,EPI_ISL_108115,PB1_2_361061,EPI_ISL_108115,PB2_1_359351
>A/Boston/DOA11/2011,>A/Boston/DOA11/2011,2011,,US,N.America,H3N2,EPI_ISL_108116,HA_4_361062,EPI_ISL_108116,MP_7_359352,EPI_ISL_108116,NA_6_361063,EPI_ISL_108116,NP_5_359353,EPI_ISL_108116,NS_8_361064,EPI_ISL_108116,PA_3_359354,EPI_ISL_108116,PB1_2_361065,EPI_ISL_108116,PB2_1_359355
>A/Boston/DOA12/2011,>A/Boston/DOA12/2011,2011,,US,N.America,H3N2,EPI_ISL_108117,HA_4_361066,EPI_ISL_108117,MP_7_359356,EPI_ISL_108117,NA_6_361067,EPI_ISL_108117,NP_5_359357,EPI_ISL_108117,NS_8_361068,EPI_ISL_108117,PA_3_359358,EPI_ISL_108117,PB1_2_361069,EPI_ISL_108117,PB2_1_359359
>A/Boston/DOA13/2011,>A/Boston/DOA13/2011,2011,,US,N.America,H3N2,EPI_ISL_108114,HA_4_361054,EPI_ISL_108114,MP_7_359344,EPI_ISL_108114,NA_6_361055,EPI_ISL_108114,NP_5_359345,EPI_ISL_108114,NS_8_361056,EPI_ISL_108114,PA_3_359346,EPI_ISL_108114,PB1_2_361057,EPI_ISL_108114,PB2_1_359347
>A/Boston/DOA15/2011,>A/Boston/DOA15/2011,2011,,US,N.America,H3N2,EPI_ISL_108093,HA_4_361046,EPI_ISL_108093,MP_7_359336,EPI_ISL_108093,NA_6_361047,EPI_ISL_108093,NP_5_359337,EPI_ISL_108093,NS_8_361048,EPI_ISL_108093,PA_3_359338,EPI_ISL_108093,PB1_2_361049,EPI_ISL_108093,PB2_1_359339
>A/Boston/DOA16/2011,>A/Boston/DOA16/2011,2011,,US,N.America,H3N2,EPI_ISL_118540,HA_4_369914,EPI_ISL_118540,MP_7_369915,EPI_ISL_118540,NA_6_369916,EPI_ISL_118540,NP_5_369917,EPI_ISL_118540,NS_8_369918,EPI_ISL_118540,PA_3_369921,EPI_ISL_118540,PB1_2_369919,EPI_ISL_118540,PB2_1_369920
>A/Boston/DOA17/2011,>A/Boston/DOA17/2011,2011,,US,N.America,H3N2,EPI_ISL_108091,HA_4_361042,EPI_ISL_108091,MP_7_359332,EPI_ISL_108091,NA_6_361043,EPI_ISL_108091,NP_5_359333,EPI_ISL_108091,NS_8_361044,EPI_ISL_108091,PA_3_359334,EPI_ISL_108091,PB1_2_361045,EPI_ISL_108091,PB2_1_359335
>A/Boston/DOA20/2011,>A/Boston/DOA20/2011,2011,,US,N.America,H3N2,EPI_ISL_108141,HA_4_361070,EPI_ISL_108141,MP_7_359360,EPI_ISL_108141,NA_6_361071,EPI_ISL_108141,NP_5_359361,EPI_ISL_108141,NS_8_361072,EPI_ISL_108141,PA_3_359362,EPI_ISL_108141,PB1_2_361073,EPI_ISL_108141,PB2_1_359363
>A/Boston/DOA2-095/2012,>A/Boston/DOA2-095/2012,2012,,US,N.America,H3N2,EPI_ISL_147944,HA_4_474241,EPI_ISL_147944,MP_7_474242,EPI_ISL_147944,NA_6_474243,EPI_ISL_147944,NP_5_474244,EPI_ISL_147944,NS_8_474245,EPI_ISL_147944,PA_3_475616,EPI_ISL_147944,PB1_2_474247,EPI_ISL_147944,PB2_1_474248
>A/Boston/DOA2-097/2012,>A/Boston/DOA2-097/2012,2012,,US,N.America,H3N2,EPI_ISL_147945,HA_4_474249,EPI_ISL_147945,MP_7_474259,EPI_ISL_147945,NA_6_474260,EPI_ISL_147945,NP_5_474261,EPI_ISL_147945,NS_8_474262,EPI_ISL_147945,PA_3_475643,EPI_ISL_147945,PB1_2_474264,EPI_ISL_147945,PB2_1_474265
>A/Boston/DOA2-098/2012,>A/Boston/DOA2-098/2012,2012,,US,N.America,H3N2,EPI_ISL_147947,HA_4_474266,EPI_ISL_147947,MP_7_474267,EPI_ISL_147947,NA_6_474268,EPI_ISL_147947,NP_5_474269,EPI_ISL_147947,NS_8_474270,EPI_ISL_147947,PA_3_475617,EPI_ISL_147947,PB1_2_474272,EPI_ISL_147947,PB2_1_474273
>A/Boston/DOA2-100/2012,>A/Boston/DOA2-100/2012,2012,,US,N.America,H3N2,EPI_ISL_147949,HA_4_474282,EPI_ISL_147949,MP_7_474283,EPI_ISL_147949,NA_6_474284,EPI_ISL_147949,NP_5_474285,EPI_ISL_147949,NS_8_474286,EPI_ISL_147949,PA_3_475619,EPI_ISL_147949,PB1_2_474288,EPI_ISL_147949,PB2_1_474289
>A/Boston/DOA2-101/2012,>A/Boston/DOA2-101/2012,2012,,US,N.America,H3N2,EPI_ISL_147950,HA_4_474290,EPI_ISL_147950,MP_7_474291,EPI_ISL_147950,NA_6_474309,EPI_ISL_147950,NP_5_474292,EPI_ISL_147950,NS_8_474293,EPI_ISL_147950,PA_3_475620,EPI_ISL_147950,PB1_2_474295,EPI_ISL_147950,PB2_1_474296
>A/Boston/DOA2-102/2012,>A/Boston/DOA2-102/2012,2012,,US,N.America,H3N2,EPI_ISL_147951,HA_4_474297,EPI_ISL_147951,MP_7_474298,EPI_ISL_147951,NA_6_474299,EPI_ISL_147951,NP_5_474300,EPI_ISL_147951,NS_8_474301,EPI_ISL_147951,PA_3_475621,EPI_ISL_147951,PB1_2_474303,EPI_ISL_147951,PB2_1_474304
>A/Boston/DOA2-103/2012,>A/Boston/DOA2-103/2012,2012,,US,N.America,H3N2,EPI_ISL_147952,HA_4_474305,EPI_ISL_147952,MP_7_474306,EPI_ISL_147952,NA_6_474307,EPI_ISL_147952,NP_5_474359,EPI_ISL_147952,NS_8_474310,EPI_ISL_147952,PA_3_475622,EPI_ISL_147952,PB1_2_474312,EPI_ISL_147952,PB2_1_474313
>A/Boston/DOA2-104/2012,>A/Boston/DOA2-104/2012,2012,,US,N.America,H3N2,EPI_ISL_147953,HA_4_474314,EPI_ISL_147953,MP_7_474315,EPI_ISL_147953,NA_6_474316,EPI_ISL_147953,NP_5_474317,EPI_ISL_147953,NS_8_474318,EPI_ISL_147953,PA_3_475623,EPI_ISL_147953,PB1_2_474320,EPI_ISL_147953,PB2_1_474321
>A/Boston/DOA2-105/2012,>A/Boston/DOA2-105/2012,2012,,US,N.America,H3N2,EPI_ISL_147954,HA_4_474322,EPI_ISL_147954,MP_7_474323,EPI_ISL_147954,NA_6_474324,EPI_ISL_147954,NP_5_474325,EPI_ISL_147954,NS_8_474326,EPI_ISL_147954,PA_3_475624,EPI_ISL_147954,PB1_2_474328,EPI_ISL_147954,PB2_1_474329
>A/Boston/DOA2-106/2012,>A/Boston/DOA2-106/2012,2012,,US,N.America,H3N2,EPI_ISL_147955,HA_4_474330,EPI_ISL_147955,MP_7_474331,EPI_ISL_147955,NA_6_474332,EPI_ISL_147955,NP_5_474333,EPI_ISL_147955,NS_8_474334,EPI_ISL_147955,PA_3_475625,EPI_ISL_147955,PB1_2_474336,EPI_ISL_147955,PB2_1_474337
>A/Boston/DOA2-107/2012,>A/Boston/DOA2-107/2012,2012,,US,N.America,H3N2,EPI_ISL_147956,HA_4_474338,EPI_ISL_147956,MP_7_474339,EPI_ISL_147956,NA_6_474340,EPI_ISL_147956,NP_5_474341,EPI_ISL_147956,NS_8_474342,EPI_ISL_147956,PA_3_475626,EPI_ISL_147956,PB1_2_474344,EPI_ISL_147956,PB2_1_474345
>A/Boston/DOA2-108/2012,>A/Boston/DOA2-108/2012,2012,,US,N.America,H3N2,EPI_ISL_147957,HA_4_474346,EPI_ISL_147957,MP_7_474347,EPI_ISL_147957,NA_6_474348,EPI_ISL_147957,NP_5_474349,EPI_ISL_147957,NS_8_474350,EPI_ISL_147957,PA_3_475627,EPI_ISL_147957,PB1_2_474352,EPI_ISL_147957,PB2_1_474353
>A/Boston/DOA2-109/2012,>A/Boston/DOA2-109/2012,2012,,US,N.America,H3N2,EPI_ISL_147958,HA_4_474354,EPI_ISL_147958,MP_7_474355,EPI_ISL_147958,NA_6_474356,EPI_ISL_147958,NP_5_474357,EPI_ISL_147958,NS_8_474358,EPI_ISL_147958,PA_3_475628,EPI_ISL_147958,PB1_2_474360,EPI_ISL_147958,PB2_1_474361
>A/Boston/DOA2-110/2012,>A/Boston/DOA2-110/2012,2012,,US,N.America,H3N2,EPI_ISL_147959,HA_4_474362,EPI_ISL_147959,MP_7_474363,EPI_ISL_147959,NA_6_474364,EPI_ISL_147959,NP_5_474365,EPI_ISL_147959,NS_8_474366,EPI_ISL_147959,PA_3_475629,EPI_ISL_147959,PB1_2_474368,EPI_ISL_147959,PB2_1_474369
>A/Boston/DOA2-111/2012,>A/Boston/DOA2-111/2012,2012,,US,N.America,H3N2,EPI_ISL_147960,HA_4_474370,EPI_ISL_147960,MP_7_474371,EPI_ISL_147960,NA_6_474372,EPI_ISL_147960,NP_5_474373,EPI_ISL_147960,NS_8_474374,EPI_ISL_147960,PA_3_475630,EPI_ISL_147960,PB1_2_474376,EPI_ISL_147960,PB2_1_474377
>A/Boston/DOA2-112/2012,>A/Boston/DOA2-112/2012,2012,,US,N.America,H3N2,EPI_ISL_147961,HA_4_474378,EPI_ISL_147961,MP_7_474379,EPI_ISL_147961,NA_6_474380,EPI_ISL_147961,NP_5_474381,EPI_ISL_147961,NS_8_474382,EPI_ISL_147961,PA_3_475631,EPI_ISL_147961,PB1_2_474384,EPI_ISL_147961,PB2_1_474385
>A/Boston/DOA2-113/2012,>A/Boston/DOA2-113/2012,2012,,US,N.America,H3N2,EPI_ISL_147962,HA_4_474386,EPI_ISL_147962,MP_7_474387,EPI_ISL_147962,NA_6_474388,EPI_ISL_147962,NP_5_474389,EPI_ISL_147962,NS_8_474390,EPI_ISL_147962,PA_3_475632,EPI_ISL_147962,PB1_2_474392,EPI_ISL_147962,PB2_1_474393
>A/Boston/DOA2-114/2012,>A/Boston/DOA2-114/2012,2012,,US,N.America,H3N2,EPI_ISL_147963,HA_4_474394,EPI_ISL_147963,MP_7_474395,EPI_ISL_147963,NA_6_474396,EPI_ISL_147963,NP_5_474397,EPI_ISL_147963,NS_8_474398,EPI_ISL_147963,PA_3_475633,EPI_ISL_147963,PB1_2_474400,EPI_ISL_147963,PB2_1_474401
>A/Boston/DOA2-115/2012,>A/Boston/DOA2-115/2012,2012,,US,N.America,H3N2,EPI_ISL_147964,HA_4_474402,EPI_ISL_147964,MP_7_474403,EPI_ISL_147964,NA_6_474404,EPI_ISL_147964,NP_5_474405,EPI_ISL_147964,NS_8_474406,EPI_ISL_147964,PA_3_475634,EPI_ISL_147964,PB1_2_474408,EPI_ISL_147964,PB2_1_474410
>A/Boston/DOA2-116/2012,>A/Boston/DOA2-116/2012,2012,,US,N.America,H3N2,EPI_ISL_147965,HA_4_474411,EPI_ISL_147965,MP_7_474412,EPI_ISL_147965,NA_6_474413,EPI_ISL_147965,NP_5_474414,EPI_ISL_147965,NS_8_474415,EPI_ISL_147965,PA_3_475635,EPI_ISL_147965,PB1_2_474417,EPI_ISL_147965,PB2_1_474418
>A/Boston/DOA2-117/2012,>A/Boston/DOA2-117/2012,2012,,US,N.America,H3N2,EPI_ISL_147966,HA_4_474419,EPI_ISL_147966,MP_7_474420,EPI_ISL_147966,NA_6_474421,EPI_ISL_147966,NP_5_474422,EPI_ISL_147966,NS_8_474423,EPI_ISL_147966,PA_3_475636,EPI_ISL_147966,PB1_2_474425,EPI_ISL_147966,PB2_1_474426
>A/Boston/DOA2-119/2012,>A/Boston/DOA2-119/2012,2012,,US,N.America,H3N2,EPI_ISL_147967,HA_4_474427,EPI_ISL_147967,MP_7_474428,EPI_ISL_147967,NA_6_474429,EPI_ISL_147967,NP_5_474430,EPI_ISL_147967,NS_8_474431,EPI_ISL_147967,PA_3_475637,EPI_ISL_147967,PB1_2_474433,EPI_ISL_147967,PB2_1_474434
>A/Boston/DOA2-120/2012,>A/Boston/DOA2-120/2012,2012,,US,N.America,H3N2,EPI_ISL_147968,HA_4_474435,EPI_ISL_147968,MP_7_474436,EPI_ISL_147968,NA_6_474437,EPI_ISL_147968,NP_5_474438,EPI_ISL_147968,NS_8_474439,EPI_ISL_147968,PA_3_475638,EPI_ISL_147968,PB1_2_474441,EPI_ISL_147968,PB2_1_474442
>A/Boston/DOA2-121/2012,>A/Boston/DOA2-121/2012,2012,,US,N.America,H3N2,EPI_ISL_147969,HA_4_474443,EPI_ISL_147969,MP_7_474444,EPI_ISL_147969,NA_6_474445,EPI_ISL_147969,NP_5_474446,EPI_ISL_147969,NS_8_474447,EPI_ISL_147969,PA_3_475639,EPI_ISL_147969,PB1_2_474449,EPI_ISL_147969,PB2_1_474450
>A/Boston/DOA2-122/2012,>A/Boston/DOA2-122/2012,2012,,US,N.America,H3N2,EPI_ISL_147970,HA_4_474451,EPI_ISL_147970,MP_7_474452,EPI_ISL_147970,NA_6_474453,EPI_ISL_147970,NP_5_474454,EPI_ISL_147970,NS_8_474455,EPI_ISL_147970,PA_3_475640,EPI_ISL_147970,PB1_2_474457,EPI_ISL_147970,PB2_1_474458
>A/Boston/DOA2-123/2012,>A/Boston/DOA2-123/2012,2012,,US,N.America,H3N2,EPI_ISL_147971,HA_4_474459,EPI_ISL_147971,MP_7_474461,EPI_ISL_147971,NA_6_474462,EPI_ISL_147971,NP_5_474463,EPI_ISL_147971,NS_8_474464,EPI_ISL_147971,PA_3_475641,EPI_ISL_147971,PB1_2_474466,EPI_ISL_147971,PB2_1_474467
>A/Boston/DOA2-124/2012,>A/Boston/DOA2-124/2012,2012,,US,N.America,H3N2,EPI_ISL_147972,HA_4_474468,EPI_ISL_147972,MP_7_474469,EPI_ISL_147972,NA_6_474470,EPI_ISL_147972,NP_5_474471,EPI_ISL_147972,NS_8_474472,EPI_ISL_147972,PA_3_475642,EPI_ISL_147972,PB1_2_474474,EPI_ISL_147972,PB2_1_474475
>A/Boston/DOA2-125/2012,>A/Boston/DOA2-125/2012,2012,12/26/2012,US,N.America,H3N2,CY148516,HA_4,CY148517,MP_7,CY148518,NA_6,CY148519,NP_5,CY148520,NS_8,CY148521,PA_3,CY148522,PB1_2,CY148523,PB2_1
>A/Boston/DOA2-126/2012,>A/Boston/DOA2-126/2012,2012,,US,N.America,H3N2,EPI_ISL_147974,HA_4_474484,EPI_ISL_147974,MP_7_474485,EPI_ISL_147974,NA_6_474486,EPI_ISL_147974,NP_5_474487,EPI_ISL_147974,NS_8_474488,EPI_ISL_147974,PA_3_475644,EPI_ISL_147974,PB1_2_474490,EPI_ISL_147974,PB2_1_474491
>A/Boston/DOA2-127/2012,>A/Boston/DOA2-127/2012,2012,,US,N.America,H3N2,EPI_ISL_147975,HA_4_474492,EPI_ISL_147975,MP_7_474493,EPI_ISL_147975,NA_6_474494,EPI_ISL_147975,NP_5_474495,EPI_ISL_147975,NS_8_474496,EPI_ISL_147975,PA_3_475645,EPI_ISL_147975,PB1_2_474498,EPI_ISL_147975,PB2_1_474499
>A/Boston/DOA2-128/2012,>A/Boston/DOA2-128/2012,2012,,US,N.America,H3N2,EPI_ISL_147976,HA_4_474500,EPI_ISL_147976,MP_7_474501,EPI_ISL_147976,NA_6_474502,EPI_ISL_147976,NP_5_474503,EPI_ISL_147976,NS_8_474504,EPI_ISL_147976,PA_3_475646,EPI_ISL_147976,PB1_2_474506,EPI_ISL_147976,PB2_1_474507
>A/Boston/DOA2-129/2012,>A/Boston/DOA2-129/2012,2012,,US,N.America,H3N2,EPI_ISL_147977,HA_4_474508,EPI_ISL_147977,MP_7_474509,EPI_ISL_147977,NA_6_474510,EPI_ISL_147977,NP_5_474518,EPI_ISL_147977,NS_8_474519,EPI_ISL_147977,PA_3_475648,EPI_ISL_147977,PB1_2_474521,EPI_ISL_147977,PB2_1_474522
>A/Boston/DOA2-130/2012,>A/Boston/DOA2-130/2012,2012,,US,N.America,H3N2,EPI_ISL_147978,HA_4_474523,EPI_ISL_147978,MP_7_474524,EPI_ISL_147978,NA_6_474525,EPI_ISL_147978,NP_5_474526,EPI_ISL_147978,NS_8_474527,EPI_ISL_147978,PA_3_475649,EPI_ISL_147978,PB1_2_474529,EPI_ISL_147978,PB2_1_474530
>A/Boston/DOA2-131/2012,>A/Boston/DOA2-131/2012,2012,,US,N.America,H3N2,EPI_ISL_147979,HA_4_474531,EPI_ISL_147979,MP_7_474532,EPI_ISL_147979,NA_6_474533,EPI_ISL_147979,NP_5_474534,EPI_ISL_147979,NS_8_474535,EPI_ISL_147979,PA_3_475650,EPI_ISL_147979,PB1_2_474537,EPI_ISL_147979,PB2_1_474538
>A/Boston/DOA2-132/2012,>A/Boston/DOA2-132/2012,2012,,US,N.America,H3N2,EPI_ISL_147980,HA_4_474539,EPI_ISL_147980,MP_7_474540,EPI_ISL_147980,NA_6_474541,EPI_ISL_147980,NP_5_474542,EPI_ISL_147980,NS_8_474543,EPI_ISL_147980,PA_3_475651,EPI_ISL_147980,PB1_2_474545,EPI_ISL_147980,PB2_1_474546
>A/Boston/DOA2-133/2012,>A/Boston/DOA2-133/2012,2012,,US,N.America,H3N2,EPI_ISL_147981,HA_4_474547,EPI_ISL_147981,MP_7_474548,EPI_ISL_147981,NA_6_474549,EPI_ISL_147981,NP_5_474550,EPI_ISL_147981,NS_8_474551,EPI_ISL_147981,PA_3_475652,EPI_ISL_147981,PB1_2_474553,EPI_ISL_147981,PB2_1_474554
>A/Boston/DOA2-134/2012,>A/Boston/DOA2-134/2012,2012,,US,N.America,H3N2,EPI_ISL_147982,HA_4_474555,EPI_ISL_147982,MP_7_474556,EPI_ISL_147982,NA_6_474557,EPI_ISL_147982,NP_5_474558,EPI_ISL_147982,NS_8_474559,EPI_ISL_147982,PA_3_475653,EPI_ISL_147982,PB1_2_474561,EPI_ISL_147982,PB2_1_474562
>A/Boston/DOA2-135/2012,>A/Boston/DOA2-135/2012,2012,,US,N.America,H3N2,EPI_ISL_147983,HA_4_474563,EPI_ISL_147983,MP_7_474564,EPI_ISL_147983,NA_6_474565,EPI_ISL_147983,NP_5_474566,EPI_ISL_147983,NS_8_474567,EPI_ISL_147983,PA_3_475654,EPI_ISL_147983,PB1_2_474569,EPI_ISL_147983,PB2_1_474570
>A/Boston/DOA2-136/2012,>A/Boston/DOA2-136/2012,2012,,US,N.America,H3N2,EPI_ISL_147984,HA_4_474571,EPI_ISL_147984,MP_7_474572,EPI_ISL_147984,NA_6_474573,EPI_ISL_147984,NP_5_474574,EPI_ISL_147984,NS_8_474575,EPI_ISL_147984,PA_3_475655,EPI_ISL_147984,PB1_2_474577,EPI_ISL_147984,PB2_1_474578
>A/Boston/DOA2-137/2012,>A/Boston/DOA2-137/2012,2012,,US,N.America,H3N2,EPI_ISL_147985,HA_4_474579,EPI_ISL_147985,MP_7_474580,EPI_ISL_147985,NA_6_474581,EPI_ISL_147985,NP_5_474582,EPI_ISL_147985,NS_8_474583,EPI_ISL_147985,PA_3_475656,EPI_ISL_147985,PB1_2_474585,EPI_ISL_147985,PB2_1_474586
>A/Boston/DOA2-138/2012,>A/Boston/DOA2-138/2012,2012,,US,N.America,H3N2,EPI_ISL_147986,HA_4_474587,EPI_ISL_147986,MP_7_474588,EPI_ISL_147986,NA_6_474589,EPI_ISL_147986,NP_5_474590,EPI_ISL_147986,NS_8_474591,EPI_ISL_147986,PA_3_475657,EPI_ISL_147986,PB1_2_474593,EPI_ISL_147986,PB2_1_474594
>A/Boston/DOA2-140/2012,>A/Boston/DOA2-140/2012,2012,,US,N.America,H3N2,EPI_ISL_147987,HA_4_474595,EPI_ISL_147987,MP_7_474596,EPI_ISL_147987,NA_6_474597,EPI_ISL_147987,NP_5_474598,EPI_ISL_147987,NS_8_474599,EPI_ISL_147987,PA_3_475658,EPI_ISL_147987,PB1_2_474601,EPI_ISL_147987,PB2_1_474602
>A/Boston/DOA2-141/2012,>A/Boston/DOA2-141/2012,2012,,US,N.America,H3N2,EPI_ISL_147946,HA_4_474250,EPI_ISL_147946,MP_7_474251,EPI_ISL_147946,NA_6_474252,EPI_ISL_147946,NP_5_474253,EPI_ISL_147946,NS_8_474254,EPI_ISL_147946,PA_3_475659,EPI_ISL_147946,PB1_2_474256,EPI_ISL_147946,PB2_1_474257
>A/Boston/DOA2-142/2012,>A/Boston/DOA2-142/2012,2012,,US,N.America,H3N2,EPI_ISL_147988,HA_4_474603,EPI_ISL_147988,MP_7_474604,EPI_ISL_147988,NA_6_474605,EPI_ISL_147988,NP_5_474606,EPI_ISL_147988,NS_8_474607,EPI_ISL_147988,PA_3_475660,EPI_ISL_147988,PB1_2_474609,EPI_ISL_147988,PB2_1_474611
>A/Boston/DOA2-143/2012,>A/Boston/DOA2-143/2012,2012,,US,N.America,H3N2,EPI_ISL_147989,HA_4_474612,EPI_ISL_147989,MP_7_474613,EPI_ISL_147989,NA_6_474614,EPI_ISL_147989,NP_5_474615,EPI_ISL_147989,NS_8_474616,EPI_ISL_147989,PA_3_475662,EPI_ISL_147989,PB1_2_474618,EPI_ISL_147989,PB2_1_474619
>A/Boston/DOA2-144/2013,>A/Boston/DOA2-144/2013,2013,,US,N.America,H3N2,EPI_ISL_147990,HA_4_474620,EPI_ISL_147990,MP_7_474621,EPI_ISL_147990,NA_6_474622,EPI_ISL_147990,NP_5,EPI_ISL_147990,NS_8_474624,EPI_ISL_147990,PA_3_475675,EPI_ISL_147990,PB1_2_474626,EPI_ISL_147990,PB2_1_474627
>A/Boston/DOA2-145/2013,>A/Boston/DOA2-145/2013,2013,,US,N.America,H3N2,EPI_ISL_147991,HA_4_474628,EPI_ISL_147991,MP_7_474629,EPI_ISL_147991,NA_6_474630,EPI_ISL_147991,NP_5,EPI_ISL_147991,NS_8_474632,EPI_ISL_147991,PA_3_475663,EPI_ISL_147991,PB1_2_474634,EPI_ISL_147991,PB2_1_474635
>A/Boston/DOA2-146/2013,>A/Boston/DOA2-146/2013,2013,,US,N.America,H3N2,EPI_ISL_147992,HA_4_474636,EPI_ISL_147992,MP_7_474637,EPI_ISL_147992,NA_6_474638,EPI_ISL_147992,NP_5,EPI_ISL_147992,NS_8_474640,EPI_ISL_147992,PA_3_475664,EPI_ISL_147992,PB1_2_474642,EPI_ISL_147992,PB2_1_474643
>A/Boston/DOA2-147/2012,>A/Boston/DOA2-147/2012,2012,,US,N.America,H3N2,EPI_ISL_147993,HA_4_474644,EPI_ISL_147993,MP_7_474645,EPI_ISL_147993,NA_6_474646,EPI_ISL_147993,NP_5_474647,EPI_ISL_147993,NS_8_474648,EPI_ISL_147993,PA_3_475665,EPI_ISL_147993,PB1_2_474650,EPI_ISL_147993,PB2_1_474651
>A/Boston/DOA2-148/2013,>A/Boston/DOA2-148/2013,2013,,US,N.America,H3N2,EPI_ISL_147994,HA_4_474652,EPI_ISL_147994,MP_7_474653,EPI_ISL_147994,NA_6_474654,EPI_ISL_147994,NP_5,EPI_ISL_147994,NS_8_474656,EPI_ISL_147994,PA_3_475666,EPI_ISL_147994,PB1_2_474658,EPI_ISL_147994,PB2_1_474659
>A/Boston/DOA2-149/2013,>A/Boston/DOA2-149/2013,2013,,US,N.America,H3N2,EPI_ISL_147995,HA_4_474660,EPI_ISL_147995,MP_7_474662,EPI_ISL_147995,NA_6_474663,EPI_ISL_147995,NP_5,EPI_ISL_147995,NS_8_474665,EPI_ISL_147995,PA_3_475667,EPI_ISL_147995,PB1_2_474667,EPI_ISL_147995,PB2_1_474668
